label,line,id,ari_freq
-48.5,me034,1,0
-45.5,me034,1,0
-42.5,me034,1,0
-39.5,me034,1,0
-36.5,me034,1,0
-33.5,me034,1,0
-30.5,me034,1,0
-27.5,me034,1,0
-24.5,me034,1,0
-21.5,me034,1,0.001816175769
-18.5,me034,1,0.01997793346
-15.5,me034,1,0.2510863001
-12.5,me034,1,1.539208965
-9.5,me034,1,6.215407527
-6.5,me034,1,17.75039388
-3.5,me034,1,23.19165649
-0.5,me034,1,26.23011855
2.5,me034,1,6.728477182
5.5,me034,1,3.429847941
8.5,me034,1,2.345591006
11.5,me034,1,1.764868804
14.5,me034,1,1.466561934
17.5,me034,1,1.202762403
20.5,me034,1,0.9743783003
23.5,me034,1,0.8599592269
26.5,me034,1,0.7291945715
29.5,me034,1,0.6252185086
32.5,me034,1,0.5339556762
35.5,me034,1,0.4517737227
38.5,me034,1,0.3714079449
41.5,me034,1,0.2810532003
44.5,me034,1,0.2374649819
47.5,me034,1,0.1861580164
50.5,me034,1,0.1439319297
53.5,me034,1,0.1121488538
56.5,me034,1,0.09398709607
59.5,me034,1,0.0685606353
62.5,me034,1,0.05857166857
65.5,me034,1,0.04767461395
68.5,me034,1,0.03178307597
71.5,me034,1,0.01997793346
74.5,me034,1,0.01952388952
77.5,me034,1,0.01816175769
80.5,me034,1,0.01089705462
83.5,me034,1,0.008626834905
86.5,me034,1,0.007264703078
89.5,me034,1,0.004540439424
92.5,me034,1,0.003178307597
95.5,me034,1,0.002724263654
98.5,me034,1,0.002724263654
101.5,me034,1,0.001816175769
104.5,me034,1,0.001362131827
107.5,me034,1,0.001362131827
110.5,me034,1,0.0009080878847
113.5,me034,1,0.001362131827
116.5,me034,1,0
119.5,me034,1,0
122.5,me034,1,0.0004540439424
125.5,me034,1,0
128.5,me034,1,0.0004540439424
131.5,me034,1,0
134.5,me034,1,0
137.5,me034,1,0.0004540439424
140.5,me034,1,0
143.5,me034,1,0
146.5,me034,1,0
149.5,me034,1,0
152.5,me034,1,0
155.5,me034,1,0
158.5,me034,1,0
161.5,me034,1,0
164.5,me034,1,0
167.5,me034,1,0
170.5,me034,1,0
173.5,me034,1,0
176.5,me034,1,0
179.5,me034,1,0
182.5,me034,1,0
185.5,me034,1,0
188.5,me034,1,0
191.5,me034,1,0
194.5,me034,1,0
197.5,me034,1,0
200.5,me034,1,0
203.5,me034,1,0
206.5,me034,1,0
209.5,me034,1,0
212.5,me034,1,0
215.5,me034,1,0
218.5,me034,1,0
221.5,me034,1,0
224.5,me034,1,0
227.5,me034,1,0
230.5,me034,1,0
233.5,me034,1,0
236.5,me034,1,0
239.5,me034,1,0
242.5,me034,1,0
245.5,me034,1,0
248.5,me034,1,0
-48.5,me034,2,0
-45.5,me034,2,0
-42.5,me034,2,0
-39.5,me034,2,0
-36.5,me034,2,0
-33.5,me034,2,0
-30.5,me034,2,0.0005508245844
-27.5,me034,2,0
-24.5,me034,2,0
-21.5,me034,2,0.003304947506
-18.5,me034,2,0.04571844051
-15.5,me034,2,0.3084617673
-12.5,me034,2,1.630991594
-9.5,me034,2,8.020556773
-6.5,me034,2,20.48902207
-3.5,me034,2,27.80727749
-0.5,me034,2,19.33779868
2.5,me034,2,5.349057539
5.5,me034,2,3.563835061
8.5,me034,2,2.737598184
11.5,me034,2,2.015467154
14.5,me034,2,1.601797891
17.5,me034,2,1.191433576
20.5,me034,2,0.9501724081
23.5,me034,2,0.7392065923
26.5,me034,2,0.5601886023
29.5,me034,2,0.4593877034
32.5,me034,2,0.3547310324
35.5,me034,2,0.2814713626
38.5,me034,2,0.2374053959
41.5,me034,2,0.2032542716
44.5,me034,2,0.1680014982
47.5,me034,2,0.1525784099
50.5,me034,2,0.1310962511
53.5,me034,2,0.09969924978
56.5,me034,2,0.08372533683
59.5,me034,2,0.06499730096
62.5,me034,2,0.05673493219
65.5,me034,2,0.04902338801
68.5,me034,2,0.05342998469
71.5,me034,2,0.0352527734
74.5,me034,2,0.03910854549
77.5,me034,2,0.02533793088
80.5,me034,2,0.01817721129
83.5,me034,2,0.03139700131
86.5,me034,2,0.01982968504
89.5,me034,2,0.01927886045
92.5,me034,2,0.01377061461
95.5,me034,2,0.01321979003
98.5,me034,2,0.009914842519
101.5,me034,2,0.01156731627
104.5,me034,2,0.01211814086
107.5,me034,2,0.007711544182
110.5,me034,2,0.01321979003
113.5,me034,2,0.006609895013
116.5,me034,2,0.005508245844
119.5,me034,2,0.00495742126
122.5,me034,2,0.00495742126
125.5,me034,2,0.007711544182
128.5,me034,2,0.006059070428
131.5,me034,2,0.005508245844
134.5,me034,2,0.005508245844
137.5,me034,2,0.001652473753
140.5,me034,2,0.004406596675
143.5,me034,2,0.004406596675
146.5,me034,2,0.005508245844
149.5,me034,2,0.003304947506
152.5,me034,2,0.002203298338
155.5,me034,2,0.002203298338
158.5,me034,2,0.002203298338
161.5,me034,2,0.003304947506
164.5,me034,2,0.003304947506
167.5,me034,2,0.003304947506
170.5,me034,2,0.002754122922
173.5,me034,2,0.003855772091
176.5,me034,2,0.002203298338
179.5,me034,2,0.0005508245844
182.5,me034,2,0.001101649169
185.5,me034,2,0.0005508245844
188.5,me034,2,0.001101649169
191.5,me034,2,0
194.5,me034,2,0.002754122922
197.5,me034,2,0.003304947506
200.5,me034,2,0.002754122922
203.5,me034,2,0
206.5,me034,2,0.001101649169
209.5,me034,2,0
212.5,me034,2,0.002754122922
215.5,me034,2,0.001101649169
218.5,me034,2,0
221.5,me034,2,0.001101649169
224.5,me034,2,0.002203298338
227.5,me034,2,0.001652473753
230.5,me034,2,0.0005508245844
233.5,me034,2,0.0005508245844
236.5,me034,2,0.001101649169
239.5,me034,2,0.0005508245844
242.5,me034,2,0.0005508245844
245.5,me034,2,0.001652473753
248.5,me034,2,0.001101649169
-48.5,me034,3,0
-45.5,me034,3,0
-42.5,me034,3,0
-39.5,me034,3,0
-36.5,me034,3,0
-33.5,me034,3,0
-30.5,me034,3,0
-27.5,me034,3,0
-24.5,me034,3,0
-21.5,me034,3,0
-18.5,me034,3,0.0211092191
-15.5,me034,3,0.2096849097
-12.5,me034,3,1.237000239
-9.5,me034,3,6.605778297
-6.5,me034,3,23.20888276
-3.5,me034,3,29.85969406
-0.5,me034,3,13.25658959
2.5,me034,3,4.558184044
5.5,me034,3,2.583768418
8.5,me034,3,1.854796718
11.5,me034,3,1.730955966
14.5,me034,3,1.512827369
17.5,me034,3,1.380542929
20.5,me034,3,1.38195021
23.5,me034,3,1.189152676
26.5,me034,3,0.9963551415
29.5,me034,3,0.8992527336
32.5,me034,3,0.7050479179
35.5,me034,3,0.586836291
38.5,me034,3,0.4390717573
41.5,me034,3,0.344783912
44.5,me034,3,0.2589397543
47.5,me034,3,0.2167213161
50.5,me034,3,0.1407281273
53.5,me034,3,0.1322844397
56.5,me034,3,0.08162231385
59.5,me034,3,0.05488396966
62.5,me034,3,0.03658931311
65.5,me034,3,0.02673834419
68.5,me034,3,0.01970193783
71.5,me034,3,0.01829465655
74.5,me034,3,0.01266553146
77.5,me034,3,0.00422184382
80.5,me034,3,0.005629125093
83.5,me034,3,0.002814562547
86.5,me034,3,0.005629125093
89.5,me034,3,0.002814562547
92.5,me034,3,0
95.5,me034,3,0
98.5,me034,3,0.001407281273
101.5,me034,3,0.001407281273
104.5,me034,3,0.001407281273
107.5,me034,3,0
110.5,me034,3,0
113.5,me034,3,0
116.5,me034,3,0
119.5,me034,3,0
122.5,me034,3,0
125.5,me034,3,0
128.5,me034,3,0
131.5,me034,3,0
134.5,me034,3,0
137.5,me034,3,0
140.5,me034,3,0
143.5,me034,3,0
146.5,me034,3,0
149.5,me034,3,0
152.5,me034,3,0
155.5,me034,3,0
158.5,me034,3,0
161.5,me034,3,0
164.5,me034,3,0
167.5,me034,3,0
170.5,me034,3,0
173.5,me034,3,0
176.5,me034,3,0
179.5,me034,3,0
182.5,me034,3,0
185.5,me034,3,0
188.5,me034,3,0
191.5,me034,3,0
194.5,me034,3,0
197.5,me034,3,0
200.5,me034,3,0
203.5,me034,3,0
206.5,me034,3,0
209.5,me034,3,0
212.5,me034,3,0
215.5,me034,3,0
218.5,me034,3,0
221.5,me034,3,0
224.5,me034,3,0
227.5,me034,3,0
230.5,me034,3,0
233.5,me034,3,0
236.5,me034,3,0
239.5,me034,3,0
242.5,me034,3,0
245.5,me034,3,0
248.5,me034,3,0
-48.5,psent98,1,0
-45.5,psent98,1,0
-42.5,psent98,1,0
-39.5,psent98,1,0
-36.5,psent98,1,0
-33.5,psent98,1,0
-30.5,psent98,1,0
-27.5,psent98,1,0
-24.5,psent98,1,0
-21.5,psent98,1,0
-18.5,psent98,1,0
-15.5,psent98,1,0
-12.5,psent98,1,0
-9.5,psent98,1,0
-6.5,psent98,1,0
-3.5,psent98,1,0.002334703026
-0.5,psent98,1,0.03035113934
2.5,psent98,1,0.4972917445
5.5,psent98,1,2.341707135
8.5,psent98,1,5.222730669
11.5,psent98,1,6.934067987
14.5,psent98,1,8.078072469
17.5,psent98,1,8.341893911
20.5,psent98,1,7.202558835
23.5,psent98,1,6.032872619
26.5,psent98,1,4.625046694
29.5,psent98,1,4.05070975
32.5,psent98,1,3.422674636
35.5,psent98,1,3.198543145
38.5,psent98,1,2.736271946
41.5,psent98,1,2.719929025
44.5,psent98,1,2.75494957
47.5,psent98,1,2.710590213
50.5,psent98,1,2.733937243
53.5,psent98,1,2.395405304
56.5,psent98,1,2.435095256
59.5,psent98,1,2.241314905
62.5,psent98,1,2.091893911
65.5,psent98,1,1.865427718
68.5,psent98,1,1.772039597
71.5,psent98,1,1.526895779
74.5,psent98,1,1.398487112
77.5,psent98,1,1.258404931
80.5,psent98,1,1.090306313
83.5,psent98,1,0.9268771012
86.5,psent98,1,0.7961337318
89.5,psent98,1,0.721423235
92.5,psent98,1,0.635039223
95.5,psent98,1,0.5860104595
98.5,psent98,1,0.4972917445
101.5,psent98,1,0.4132424356
104.5,psent98,1,0.3852259993
107.5,psent98,1,0.2848337691
110.5,psent98,1,0.2381397086
113.5,psent98,1,0.2358050056
116.5,psent98,1,0.2124579753
119.5,psent98,1,0.17743743
122.5,psent98,1,0.1704333209
125.5,psent98,1,0.1470862906
128.5,psent98,1,0.1634292118
131.5,psent98,1,0.1377474785
134.5,psent98,1,0.1424168846
137.5,psent98,1,0.08871871498
140.5,psent98,1,0.1003922301
143.5,psent98,1,0.0723757938
146.5,psent98,1,0.09105341801
149.5,psent98,1,0.06070227867
152.5,psent98,1,0.05369816959
155.5,psent98,1,0.05369816959
158.5,psent98,1,0.04435935749
161.5,psent98,1,0.06770638775
164.5,psent98,1,0.04202465446
167.5,psent98,1,0.03035113934
170.5,psent98,1,0.03968995144
173.5,psent98,1,0.04202465446
176.5,psent98,1,0.02334703026
179.5,psent98,1,0.01867762421
182.5,psent98,1,0.03035113934
185.5,psent98,1,0.02334703026
188.5,psent98,1,0.03268584236
191.5,psent98,1,0.02801643631
194.5,psent98,1,0.02801643631
197.5,psent98,1,0.02568173328
200.5,psent98,1,0.01167351513
203.5,psent98,1,0.01867762421
206.5,psent98,1,0.03035113934
209.5,psent98,1,0.01400821815
212.5,psent98,1,0.01400821815
215.5,psent98,1,0.009338812103
218.5,psent98,1,0.03035113934
221.5,psent98,1,0.009338812103
224.5,psent98,1,0.01400821815
227.5,psent98,1,0.004669406052
230.5,psent98,1,0.009338812103
233.5,psent98,1,0.007004109077
236.5,psent98,1,0.01400821815
239.5,psent98,1,0.007004109077
242.5,psent98,1,0.009338812103
245.5,psent98,1,0
248.5,psent98,1,0.004669406052
-48.5,psent98,2,0
-45.5,psent98,2,0
-42.5,psent98,2,0
-39.5,psent98,2,0
-36.5,psent98,2,0
-33.5,psent98,2,0
-30.5,psent98,2,0
-27.5,psent98,2,0
-24.5,psent98,2,0
-21.5,psent98,2,0
-18.5,psent98,2,0
-15.5,psent98,2,0
-12.5,psent98,2,0
-9.5,psent98,2,0
-6.5,psent98,2,0
-3.5,psent98,2,0.01805013425
-0.5,psent98,2,0.06543173665
2.5,psent98,2,0.803230974
5.5,psent98,2,3.070779089
8.5,psent98,2,5.884343765
11.5,psent98,2,7.073396358
14.5,psent98,2,6.940276618
17.5,psent98,2,5.850499763
20.5,psent98,2,4.93445545
23.5,psent98,2,4.128968209
26.5,psent98,2,3.535570046
29.5,psent98,2,3.203898829
32.5,psent98,2,2.960222017
35.5,psent98,2,2.842896144
38.5,psent98,2,2.545068929
41.5,psent98,2,2.594706798
44.5,psent98,2,2.732339072
47.5,psent98,2,2.556350263
50.5,psent98,2,2.472868392
53.5,psent98,2,2.387130254
56.5,psent98,2,2.459330791
59.5,psent98,2,2.123147041
62.5,psent98,2,2.059971571
65.5,psent98,2,2.021615036
68.5,psent98,2,1.859163828
71.5,psent98,2,1.755375556
74.5,psent98,2,1.660612351
77.5,psent98,2,1.498161143
80.5,psent98,2,1.362785136
83.5,psent98,2,1.146183525
86.5,psent98,2,1.277046998
89.5,psent98,2,1.12813339
92.5,psent98,2,1.015320051
95.5,psent98,2,0.8438437761
98.5,psent98,2,1.004038718
101.5,psent98,2,0.7942059069
104.5,psent98,2,0.7671307055
107.5,psent98,2,0.6272421651
110.5,psent98,2,0.6046794973
113.5,psent98,2,0.5415040274
116.5,psent98,2,0.4557658898
119.5,psent98,2,0.4512533562
122.5,psent98,2,0.4377157555
125.5,psent98,2,0.4557658898
128.5,psent98,2,0.3542338846
131.5,psent98,2,0.3023397487
134.5,psent98,2,0.2323954784
137.5,psent98,2,0.257214413
140.5,psent98,2,0.2684957469
143.5,psent98,2,0.2323954784
146.5,psent98,2,0.1940389432
149.5,psent98,2,0.1895264096
152.5,psent98,2,0.164707475
155.5,psent98,2,0.185013876
158.5,psent98,2,0.1376322736
161.5,psent98,2,0.144401074
164.5,psent98,2,0.1714762754
167.5,psent98,2,0.1150696058
170.5,psent98,2,0.1173258726
173.5,psent98,2,0.09250693802
176.5,psent98,2,0.0834818709
179.5,psent98,2,0.1150696058
182.5,psent98,2,0.09701947158
185.5,psent98,2,0.09927573836
188.5,psent98,2,0.05866293631
191.5,psent98,2,0.07445680377
194.5,psent98,2,0.06768800343
197.5,psent98,2,0.03384400171
200.5,psent98,2,0.03384400171
203.5,psent98,2,0.07220053699
206.5,psent98,2,0.05415040274
209.5,psent98,2,0.06091920309
212.5,psent98,2,0.05415040274
215.5,psent98,2,0.02707520137
218.5,psent98,2,0.03384400171
221.5,psent98,2,0.03835653528
224.5,psent98,2,0.04512533562
227.5,psent98,2,0.02030640103
230.5,psent98,2,0.01579386747
233.5,psent98,2,0.04061280206
236.5,psent98,2,0.02933146815
239.5,psent98,2,0.03158773493
242.5,psent98,2,0.02256266781
245.5,psent98,2,0.02256266781
248.5,psent98,2,0.02030640103
-48.5,psent98,3,0
-45.5,psent98,3,0
-42.5,psent98,3,0
-39.5,psent98,3,0
-36.5,psent98,3,0
-33.5,psent98,3,0
-30.5,psent98,3,0
-27.5,psent98,3,0
-24.5,psent98,3,0
-21.5,psent98,3,0
-18.5,psent98,3,0
-15.5,psent98,3,0
-12.5,psent98,3,0
-9.5,psent98,3,0
-6.5,psent98,3,0
-3.5,psent98,3,0.001261941118
-0.5,psent98,3,0.003785823353
2.5,psent98,3,0.03407241018
5.5,psent98,3,0.1918150499
8.5,psent98,3,0.3937256288
11.5,psent98,3,0.5375869162
14.5,psent98,3,0.8467624901
17.5,psent98,3,1.314942645
20.5,psent98,3,1.786908623
23.5,psent98,3,2.488547884
26.5,psent98,3,2.836843633
29.5,psent98,3,3.419860429
32.5,psent98,3,3.885516702
35.5,psent98,3,4.420579736
38.5,psent98,3,4.701992605
41.5,psent98,3,4.51522532
44.5,psent98,3,4.50386785
47.5,psent98,3,4.327196093
50.5,psent98,3,3.910755524
53.5,psent98,3,3.766894237
56.5,psent98,3,3.466552251
59.5,psent98,3,3.028658683
62.5,psent98,3,2.828010045
65.5,psent98,3,2.488547884
68.5,psent98,3,2.292947011
71.5,psent98,3,1.996390848
74.5,psent98,3,1.940865439
77.5,psent98,3,1.70488245
80.5,psent98,3,1.533258458
83.5,psent98,3,1.494138284
86.5,psent98,3,1.354062819
89.5,psent98,3,1.270774706
92.5,psent98,3,1.130699242
95.5,psent98,3,1.005767071
98.5,psent98,3,1.043625304
101.5,psent98,3,0.9111214871
104.5,psent98,3,0.83540502
107.5,psent98,3,0.771046023
110.5,psent98,3,0.739497495
113.5,psent98,3,0.7155206138
116.5,psent98,3,0.6827101447
119.5,psent98,3,0.6839720859
122.5,psent98,3,0.6271847356
125.5,psent98,3,0.5905884431
128.5,psent98,3,0.5274913873
131.5,psent98,3,0.5148719761
134.5,psent98,3,0.4883712126
137.5,psent98,3,0.4643943314
140.5,psent98,3,0.460608508
143.5,psent98,3,0.4555607435
146.5,psent98,3,0.3735345709
149.5,psent98,3,0.3735345709
152.5,psent98,3,0.3129613972
155.5,psent98,3,0.353343513
158.5,psent98,3,0.3672248653
161.5,psent98,3,0.3407241018
164.5,psent98,3,0.2915083982
167.5,psent98,3,0.3255808084
170.5,psent98,3,0.2662695759
173.5,psent98,3,0.2814128693
176.5,psent98,3,0.3028658683
179.5,psent98,3,0.2284113423
182.5,psent98,3,0.1791956387
185.5,psent98,3,0.2309352246
188.5,psent98,3,0.181719521
191.5,psent98,3,0.1956008733
194.5,psent98,3,0.2183158134
197.5,psent98,3,0.2448165769
200.5,psent98,3,0.1640523453
203.5,psent98,3,0.1463851697
206.5,psent98,3,0.1804575798
209.5,psent98,3,0.2372449302
212.5,psent98,3,0.1425993463
215.5,psent98,3,0.1148366417
218.5,psent98,3,0.1337657585
221.5,psent98,3,0.150170993
224.5,psent98,3,0.1590045808
227.5,psent98,3,0.1312418763
230.5,psent98,3,0.08833587825
233.5,psent98,3,0.1034791717
236.5,psent98,3,0.150170993
239.5,psent98,3,0.1489090519
242.5,psent98,3,0.08959781937
245.5,psent98,3,0.09969334831
248.5,psent98,3,0.05426346807
-48.5,psent98,4,0
-45.5,psent98,4,0
-42.5,psent98,4,0
-39.5,psent98,4,0
-36.5,psent98,4,0
-33.5,psent98,4,0
-30.5,psent98,4,0
-27.5,psent98,4,0
-24.5,psent98,4,0
-21.5,psent98,4,0
-18.5,psent98,4,0
-15.5,psent98,4,0
-12.5,psent98,4,0
-9.5,psent98,4,0.0004861283282
-6.5,psent98,4,0.003889026625
-3.5,psent98,4,0.02333415975
-0.5,psent98,4,0.2158409777
2.5,psent98,4,0.6319668266
5.5,psent98,4,1.176430554
8.5,psent98,4,2.22744
11.5,psent98,4,3.460747568
14.5,psent98,4,4.26285931
17.5,psent98,4,4.234177738
20.5,psent98,4,4.262373181
23.5,psent98,4,4.167092029
26.5,psent98,4,4.133063046
29.5,psent98,4,4.24535869
32.5,psent98,4,4.200634884
35.5,psent98,4,4.024656429
38.5,psent98,4,3.816593504
41.5,psent98,4,3.574987725
44.5,psent98,4,3.39900927
47.5,psent98,4,3.069900392
50.5,psent98,4,2.862809725
53.5,psent98,4,2.63432941
56.5,psent98,4,2.457864827
59.5,psent98,4,2.207994866
62.5,psent98,4,2.087435041
65.5,psent98,4,1.87548309
68.5,psent98,4,1.723324923
71.5,psent98,4,1.540054544
74.5,psent98,4,1.45400983
77.5,psent98,4,1.342200314
80.5,psent98,4,1.20948728
83.5,psent98,4,1.173513784
86.5,psent98,4,1.070454579
89.5,psent98,4,0.9639924747
92.5,psent98,4,0.8852396856
95.5,psent98,4,0.8390574944
98.5,psent98,4,0.7753746834
101.5,psent98,4,0.6922467393
104.5,psent98,4,0.6640512963
107.5,psent98,4,0.6144662068
110.5,psent98,4,0.5731452989
113.5,psent98,4,0.5473804975
116.5,psent98,4,0.528907621
119.5,psent98,4,0.4530716018
122.5,psent98,4,0.4482103186
125.5,psent98,4,0.4068894107
128.5,psent98,4,0.3728604277
131.5,psent98,4,0.3752910693
134.5,psent98,4,0.3543875512
137.5,psent98,4,0.3247337232
140.5,psent98,4,0.2809821737
143.5,psent98,4,0.2921631252
146.5,psent98,4,0.2955660235
149.5,psent98,4,0.2552173723
152.5,psent98,4,0.2279941859
155.5,psent98,4,0.2435502924
158.5,psent98,4,0.2211883893
161.5,psent98,4,0.2051461545
164.5,psent98,4,0.1900761763
167.5,psent98,4,0.1677142732
170.5,psent98,4,0.1706310432
173.5,psent98,4,0.1745200698
176.5,psent98,4,0.1220182104
179.5,psent98,4,0.1477830118
182.5,psent98,4,0.1618807333
185.5,psent98,4,0.1380604452
188.5,psent98,4,0.1390327019
191.5,psent98,4,0.1331991619
194.5,psent98,4,0.1341714186
197.5,psent98,4,0.1006285639
200.5,psent98,4,0.1127817721
203.5,psent98,4,0.1016008206
206.5,psent98,4,0.09528115232
209.5,psent98,4,0.1016008206
212.5,psent98,4,0.07097473591
215.5,psent98,4,0.0879892274
218.5,psent98,4,0.08604471408
221.5,psent98,4,0.0811834308
224.5,psent98,4,0.07194699257
227.5,psent98,4,0.06465506764
230.5,psent98,4,0.07389150588
233.5,psent98,4,0.06757183761
236.5,psent98,4,0.06465506764
239.5,psent98,4,0.05444637275
242.5,psent98,4,0.0466683195
245.5,psent98,4,0.04326542121
248.5,psent98,4,0.04812670449